userName,score,at,full_text,kategori,sentiment_label_raw,sentiment_score,sentiment
Syarifudin Malahayati,5,2025-05-11 17:14:35,bagus dan sangat membantu banget,Positif,positive,0.997724711894989,Positif
arbo official,5,2025-05-11 17:14:05,shopee memang terbaik,Positif,positive,0.9989014863967896,Positif
Edhy Risman,5,2025-05-11 17:13:40,sangat mudah untuk pesan barang,Positif,positive,0.9957436919212341,Positif
Atun Oppo,5,2025-05-11 17:13:23,bagus seprti yang di iklannya,Positif,positive,0.9932128190994263,Positif
Isnu Swasgita,4,2025-05-11 17:12:41,sangat baik,Positif,positive,0.9864094853401184,Positif
Daksa Septio Vandhika,2,2025-05-11 17:12:20,permisi shopee ini jasa paket spx kamu busuk amat ya ini sdh keberapa kalinya paket ku dibikin kayak gini ini sdh jam : belum ada datang juga pelacakan sedang diantarkan ini jasa reguler atau hemat dah kalo sama aja cara pelayanannya kalo minggu saya maklum kan tapi kan disana ada nomor hp yg tertera dikabarin lah sebagai pembeli kecewa sama jasa spx ini.,Negatif,negative,0.9993269443511963,Negatif
devi maryanti,5,2025-05-11 17:12:11,shopee mah kerennnnnnn bangetttt,Positif,positive,0.9979669451713562,Positif
Slamet Rianto,5,2025-05-11 17:12:01,memuaskan.,Positif,positive,0.9933470487594604,Positif
Sulistyawati putri,5,2025-05-11 17:10:20,"suka blnja disini murah,amanah retur jg mudah prosesnya",Positif,positive,0.9985439777374268,Positif
rommie siregar,3,2025-05-11 17:09:51,"semoga ada perbaikan pelayanan, dimulai dari aplikator, seller & pengantar paket, bukan hanya tiap bulan updated aplikasi, mulai . ; . ; .",Netral,neutral,0.7683610320091248,Netral
sopian aeun,5,2025-05-11 17:09:17,ok app sangat membantu bagus,Positif,positive,0.9840095043182373,Positif
Eghar Parman,5,2025-05-11 17:09:06,berbelanja jd lebih hemat waktu dan tenaga,Positif,positive,0.9966009259223938,Positif
Gon Hunter,2,2025-05-11 17:08:42,paket gw di over malah berubah estimasi kirim tanpa ada notif terlalu lama pengiriman di apk ini,Negatif,negative,0.9917266368865967,Negatif
Suri Suri,5,2025-05-11 17:08:28,bagus,Positif,positive,0.9980973601341248,Positif
rendy darmawan,5,2025-05-11 17:07:58,goodd,Positif,positive,0.9978839755058289,Positif
Azkiya Dziba Putri Woro,5,2025-05-11 17:05:06,mantab,Positif,positive,0.9985004663467407,Positif
neri fitri,5,2025-05-11 17:03:41,tempat belanja yang menyenangkan..,Positif,positive,0.9967736601829529,Positif
Lovely Jauza,5,2025-05-11 17:03:13,"oke ya shopee,kalo ada masalah ini itu jg cs nya gercep bagus 🏻",Positif,positive,0.9833863377571106,Positif
Feebi Siaet,5,2025-05-11 17:01:52,baik,Positif,positive,0.9978936314582825,Positif
dodie alfayed,5,2025-05-11 17:00:39,"terbaik, selalu update, setiap hal baik system berbelanja maupun apk nya",Positif,positive,0.9821104407310486,Positif
Lubis Asrim,5,2025-05-11 17:00:09,lakukan audit terhadap reseler-reseler/toko yang mendapatkan penilaian tidak baik,Positif,negative,0.815845787525177,Negatif
Bambang Purnadi,5,2025-05-11 16:59:23,mudah dan simple,Positif,positive,0.9965665340423584,Positif
Kartini Sumarna,4,2025-05-11 16:58:36,"sampai hari ini tdk mengecewakan,mudah seterusnya",Positif,positive,0.9686009287834167,Positif
eri irawan,5,2025-05-11 16:58:06,harga sangat bersahabat,Positif,positive,0.9984954595565796,Positif
Ghazi Purwanto,5,2025-05-11 16:57:47,memuaskan dan tanggung jawab,Positif,positive,0.9900761246681213,Positif
Adam Khoir,4,2025-05-11 16:57:27,"sidtem pembayaran shopeepay akumulasi total belanja sebelum dipotong free obgkir gak membantu, sama aja saldo shopeepay gak bisa dipakai.... bisa diperbaiki",Positif,negative,0.9310435056686401,Negatif
Kayana,5,2025-05-11 16:57:15,shopee amanah,Positif,positive,0.9970992803573608,Positif
Ivan Ndaomanu,1,2025-05-11 16:56:11,"tolong ditingkatkan lagi pengiriman barang sekarang ini kurir mengantar barang lama sekali bahkan menunggu berjam-jam itu membuat saya muak dengan pelayanan shopee ini menjengkelkan,kalo bisa kembalikan ninja express biar pengiriman barang lebih cepat,dibanding spx expres lama sekali kalo kirim pesanan",Negatif,negative,0.9986962676048279,Negatif
wayan murjana,5,2025-05-11 16:56:09,sangat membantu dalam berbelanja yg gak suka ribet. ga usah keluar rumah dan apa lg ada sistem codnya itu yg sangat membantu sekali.,Positif,positive,0.9943108558654785,Positif
Devi Yulianti,5,2025-05-11 16:55:56,bagus aplikasi nyaa free ongkir pula bagus,Positif,positive,0.999038815498352,Positif
Muhammad faisol,5,2025-05-11 16:55:04,"barang sesuai dengan foto kurirnya ramah""",Positif,positive,0.9313183426856995,Positif
Eren Pratama,5,2025-05-11 16:53:45,ok,Positif,negative,0.998392641544342,Negatif
Iky Yy,5,2025-05-11 16:50:48,aplikasi yg bgs,Positif,neutral,0.9209108352661133,Netral
wagini maharani,5,2025-05-11 16:49:23,banyak barang yang sesuai ekspetasi ku,Positif,positive,0.9778836965560913,Positif
ARDAN Ardian,5,2025-05-11 16:48:19,semoga apa yang sayah beli berkah dan bermanfaat amin,Positif,positive,0.9429401755332947,Positif
Yulia Atun,5,2025-05-11 16:46:30,𝙨𝙖𝙣𝙜𝙖𝙩 𝙖𝙢𝙖𝙩 𝙗𝙖𝙞𝙠℅,Positif,positive,0.9983955025672913,Positif
iwan Sah,5,2025-05-11 16:46:14,keren,Positif,positive,0.9992368221282959,Positif
Fa'iz Ghanteng,5,2025-05-11 16:45:13,mantapp,Positif,positive,0.981840193271637,Positif
Fardil Fardil4.20,5,2025-05-11 16:44:58,sangat bagus,Positif,positive,0.9943695664405823,Positif
Sri Yati,4,2025-05-11 16:44:25,"bagus banget aplikasi jual belinya dan gratis ongkir beneran, cuma aplikasinya lemot banget kalo di pencet lama banget keluar harus sabar",Positif,positive,0.9750258922576904,Positif
Bgr Jr,5,2025-05-11 16:43:12,sangat baik,Positif,positive,0.9864094853401184,Positif
Tri Junianto,5,2025-05-11 16:42:54,good job shoppeeeee🥳,Positif,positive,0.9982896447181702,Positif
rizkyfauzan123 fauzan,5,2025-05-11 16:41:34,sangat sesuai,Positif,positive,0.9922434687614441,Positif
Renal Aini,1,2025-05-11 16:40:25,"yang lain bagus tapi, auto play live video sangat menganggu. tolong hapus autoplaynya.",Negatif,negative,0.9938409328460693,Negatif
Yusuf adilah,5,2025-05-11 16:40:22,bagus,Positif,positive,0.9980973601341248,Positif
Rahmat Hidayat,5,2025-05-11 16:39:59,bagus,Positif,positive,0.9980973601341248,Positif
Andi Syamsul,5,2025-05-11 16:39:01,belanja hemat dan cepat,Positif,positive,0.998854398727417,Positif
Sumina Idris,5,2025-05-11 16:38:05,realpick untuk barangnya bagus sangat puas,Positif,positive,0.9992042183876038,Positif
Yusi Marsela,5,2025-05-11 16:37:38,sangat bagus,Positif,positive,0.9943695664405823,Positif
Chong Abeng,5,2025-05-11 16:36:27,bagus ini aplikasi,Positif,positive,0.9742799401283264,Positif
Yunus Cuexs,5,2025-05-11 16:36:24,murah dan berkualitas,Positif,positive,0.9990496039390564,Positif
Nabila Safitri,3,2025-05-11 16:36:24,"selalu susah dapat driver shopee, batalain pesenan makan jg hrs nunggu menit kelamaan, udh pake prioritas jg dapet drivernya lama",Netral,negative,0.9971599578857422,Negatif
Rizki Resa,1,2025-05-11 16:36:18,mau menghubungkan ke seabank gak bisa mulu,Negatif,negative,0.8351356983184814,Negatif
Ovo Eka,5,2025-05-11 16:35:50,good...,Positif,positive,0.9980583786964417,Positif
Light Bringer,5,2025-05-11 16:35:16,bgus,Positif,positive,0.9748084545135498,Positif
Nur Hayati,5,2025-05-11 16:35:09,sudah x pakai shopee tidak mengecewakan bagus,Positif,positive,0.9977312684059143,Positif
Bunda Fawaz,5,2025-05-11 16:35:03,"bagus bgt kalau belanja online di aplikasi shopee ini,udh gak di ragukan lagi kualitasnya",Positif,positive,0.9988467693328857,Positif
Ido Ido,1,2025-05-11 16:33:48,"untuk blanja bgus,saya sring blnja d shoopee bhkn langganan...tpi..knp spaylater saya di non aktif kn..&..knp saya tdk bsa mlakukan spinjam..jdi bntang ja.",Negatif,neutral,0.45922088623046875,Netral
Agilguci,1,2025-05-11 16:33:43,sering bug,Negatif,negative,0.9958693385124207,Negatif
Kanaya Pratami,5,2025-05-11 16:33:29,"semoga penjualan nya jauh lebih baik lagi,,dan barang yg d jual sesuai gambar sejauh ini suka sama shopee",Positif,positive,0.9985318183898926,Positif
Arfa Azima,1,2025-05-11 16:32:25,aplikasi penipu barang tidak dikirim kurir nya maling pengembalian dana gagal banyak maling nya banyak penipu nya kapok belanja disini,Negatif,negative,0.9993929862976074,Negatif
Alaric Parfum,5,2025-05-11 16:32:13,"terbaik, cepat pelayanan nya",Positif,positive,0.9952874183654785,Positif
Haikal Gibran,5,2025-05-11 16:31:57,tdk dpt diperbaharui,Positif,negative,0.8483262658119202,Negatif
Asdwrtyu Pqrtyu,5,2025-05-11 16:30:51,bermanfaat,Positif,positive,0.9989566802978516,Positif
Dewa Nguwi,5,2025-05-11 16:30:32,sangat baik,Positif,positive,0.9864094853401184,Positif
Samsung Indo,5,2025-05-11 16:30:07,bagus sikali barang x,Positif,positive,0.9958900809288025,Positif
Siti Zulaiha,5,2025-05-11 16:29:54,terima kasih reseller saya sangat puas dengan apa yang saya pesan paketnya sampai di tujuan dengan baik terima kasih shopee 🙏,Positif,positive,0.9985489249229431,Positif
Safarudin Safar,5,2025-05-11 16:29:48,bagus,Positif,positive,0.9980973601341248,Positif
Dinar Salman,5,2025-05-11 16:28:08,"bagus pokonya,cuma akun saya gak pernah naik limit soal spinjam sama paylater nya mohon di kasih naik soal nya saya tiap bulan suka bayar🙏 senang senang 😇",Positif,positive,0.999041736125946,Positif
Subhanallah 9,1,2025-05-11 16:26:01,aplikasi penipu barang gak di kirim pengembalian dana di tolak,Negatif,negative,0.9983079433441162,Negatif
opyck jaya,5,2025-05-11 16:24:38,belanja online yang mudah dan puas dengan layanan shopee,Positif,positive,0.9979405999183655,Positif
yoyok sujarwo,5,2025-05-11 16:24:13,"bisa pilih dengan harga termurah,pilihan lengkap,,bagus",Positif,positive,0.9989230036735535,Positif
sukrinaj saeni,5,2025-05-11 16:21:30,"mudah, dan banyak diskon nya",Positif,positive,0.9966668486595154,Positif
Samsul Samsul,5,2025-05-11 16:20:35,cukup baik tapi kadang suka gagal,Positif,negative,0.7847890853881836,Negatif
Adib Adyasa putra,5,2025-05-11 16:20:35,shopee berguna banget dapat berbelanja berbagai keperluan rumah tangga yaudah saya kasih bintang ya,Positif,positive,0.9974817633628845,Positif
Sutrisno Ap,5,2025-05-11 16:19:41,sangat puas membantu sekali,Positif,positive,0.9983423948287964,Positif
Reza Asidiq,5,2025-05-11 16:19:02,bagus,Positif,positive,0.9980973601341248,Positif
Moh Syaifudin,5,2025-05-11 16:18:31,nice,Positif,positive,0.9934777021408081,Positif
Syamsam Adnan,5,2025-05-11 16:17:52,bagus,Positif,positive,0.9980973601341248,Positif
naz aza,1,2025-05-11 16:17:50,"udah males k cs dah ksh bukti x ditolak jg...buang waktu aja kaya gak ada apk lain lo fikir dengan dm d sosmed bs kelar, yg resmi aja d tolak. standar bgt jawabannya",Negatif,negative,0.9994124174118042,Negatif
Iwan setiawan,5,2025-05-11 16:17:17,produk berkualitas,Positif,positive,0.9992603659629822,Positif
Muliani Mulia,5,2025-05-11 16:16:52,"puas,,datangnya tepat waktu",Positif,positive,0.9957577586174011,Positif
Agus Aguuss,5,2025-05-11 16:14:19,aplikasinya sangat bagus mempermudah berbelanja online.pokoe joslah,Positif,positive,0.9983887672424316,Positif
priswanti pujiastuti,5,2025-05-11 16:14:01,"lebih hemat tenaga ,kwalitas ok bagus,semua yg diinginkan ada di shopee... trimakasih shopee sudah banyak membantu ibu""rumah tangga",Positif,positive,0.9979006052017212,Positif
Yoga Tama,1,2025-05-11 16:13:31,spaylater busuk ! tagihan udah lunas masih nelponin aja !,Negatif,negative,0.9995442032814026,Negatif
Iqbal Maulana,1,2025-05-11 16:13:10,hati guys di terror biar sudah lunas pbayaran dan diluar kontak darurat bakal di hubungi dan meminta uang,Negatif,neutral,0.6105706691741943,Netral
Raihan Putri,5,2025-05-11 16:12:47,puas sekali,Positif,positive,0.9964459538459778,Positif
Anwar Sadat,5,2025-05-11 16:12:29,bagussssssss,Positif,positive,0.997990608215332,Positif
Bang Uu,5,2025-05-11 16:10:24,"belanja mudah,praktis.",Positif,positive,0.9961060881614685,Positif
Nurul,1,2025-05-11 16:08:57,iklanya banyak jadi aku lagi main game iklan shopee iklan shopee diberhentikan ada yang setuju iklan shoopee di berhentikan senang senang senang,Negatif,positive,0.8799459338188171,Positif
Hanun Nabilah binti Eliyan Ehda,1,2025-05-11 16:07:36,"macet banget. nonton videonya aja susah. bukan masalah di jaringan. anehnya emang susah banget. udah sering banget macet macet. tiba tiba langsung keluar aplikasi trus juga kadang tampilan produk yang berubah. misal, baru aja lihat produk bantal nanti tiba tiba layar berubah jadi produk lain.",Negatif,negative,0.997654378414154,Negatif
Khalifi Khalifah,5,2025-05-11 16:07:01,mantapp,Positif,positive,0.981840193271637,Positif
sri anjas,1,2025-05-11 16:06:21,"plisss yaa shopee gua pesen paket tnggl dan itu paket saya harusnya datenggg pas tnggl - ituuu semuanya udaa dateng kenapa sekarang mlh mundur mundur pengiriman? plissss yaa tolongg kerja samanya, soalnya sayaa butuh bgt sm barang""ku! saya sangat kecewa sekali sama shope!",Negatif,negative,0.9990960359573364,Negatif
Saputra Dani,4,2025-05-11 16:06:13,konsisten bagus,Positif,positive,0.9972797632217407,Positif
Feraandriani Fera,5,2025-05-11 16:05:04,"sangat puas, barang nya bagus",Positif,positive,0.9959105253219604,Positif
Sushy Khoto,5,2025-05-11 16:03:40,barang bagus...,Positif,positive,0.9872972965240479,Positif
Ilin Ilin,5,2025-05-11 16:01:11,bagus,Positif,positive,0.9980973601341248,Positif
Ulinnuha Shesto Ningrat,5,2025-05-11 16:01:08,ok,Positif,negative,0.998392641544342,Negatif
Akun Gabut,1,2025-05-11 16:00:21,iklannya maksa bikin greget,Negatif,positive,0.9936623573303223,Positif
Ihwan Bayu,5,2025-05-11 16:00:07,sejauh ini barang sesuai dengan yang di pesan,Positif,negative,0.7973995208740234,Negatif
Desi S,5,2025-05-11 15:59:46,ok,Positif,negative,0.998392641544342,Negatif
Yadi Budiman,1,2025-05-11 15:59:02,jasa pengiriman nya super lelet klo transaksi lewat. tf .... beda sama cod ...lebih cepat,Negatif,negative,0.9956638216972351,Negatif
Masferdy Doank89,5,2025-05-11 15:57:54,ok bagus,Positif,negative,0.9303058385848999,Negatif
ALVIAN,5,2025-05-11 15:56:44,bagus,Positif,positive,0.9980973601341248,Positif
Diki Imam Wahyudi,2,2025-05-11 15:56:40,"heran deh udh member platinum aja masih jarang dpt voucer diskon, voucer cashback, makin kesini makin pelit padahal setiap bulan pasti ada aja pembelian diatas jt huftt",Negatif,negative,0.9983682036399841,Negatif
Nengsih Wijaya,5,2025-05-11 15:56:17,tdk ribet dlm pengembalian. syarat pengembalian sesuai dengan ketentuan yg berlaku& ada estimasi kedatangan produk.,Positif,positive,0.9826527833938599,Positif
IT'S REAL VGC GAMING,1,2025-05-11 15:55:43,"shoppe masih bagus dari kupon, permainan, penjual, pembeli semua stabil. tapi sekarang dari tahun -sekarang kacau. dari shoppe tanam diblokir tak jelas, kedua sinyal mau bagus jelek pun error, ketiga update makin menurun, keempat banyak penipuan bisa menjual produk milik penjual lain. kelima customer service tidak memberi solusi yang baik hanya memberikan link tentang peraturan shoppe. agak tidak nyaman dan mulai tidak ada penyelesaian cs mulai cuek dam tidak memberikan solusi",Negatif,negative,0.9984796643257141,Negatif
Salim Muhammad,5,2025-05-11 15:55:16,jos.,Positif,negative,0.9924992918968201,Negatif
Agung Tanda Tanya,5,2025-05-11 15:53:47,lebih baik drpd toko sebelah,Positif,positive,0.906130850315094,Positif
Raya Pitri,5,2025-05-11 15:53:08,sangat senang dan memuaskan,Positif,positive,0.998969554901123,Positif
Ayu Rantika,1,2025-05-11 15:52:49,"sangat mengecewakan,paket lama datang nya, estimasi berubah ubah,pembeli slalu di fitnah,pokoknya aplikasi shopee sangat buruk",Negatif,negative,0.9992621541023254,Negatif
Evo Deo,5,2025-05-11 15:52:27,bagus sekali,Positif,positive,0.9978912472724915,Positif
Abinaya Naufal adlian,5,2025-05-11 15:51:40,pokoe josss,Positif,positive,0.9986805319786072,Positif
Bianca Arvi Monteri,4,2025-05-11 15:51:36,note bad lah,Positif,negative,0.9991015195846558,Negatif
Fegir Rahman,5,2025-05-11 15:50:28,sangat membantu sekali,Positif,positive,0.9979977011680603,Positif
Bontt CHF,2,2025-05-11 15:49:10,belasan tahun menggunakan aplikasi shoppe dan sering bgt belanja di aplikasi ini. tapi pengajuan paylater sama pinjaman tunai selalu di tolak meskipun sudah mengajukan x di thn yg berbeda,Negatif,negative,0.6472210884094238,Negatif
bini Baru,2,2025-05-11 15:48:06,berita terbaru dari kehidupan,Negatif,positive,0.5862006545066833,Netral
Niken Ikhsan kenzha,5,2025-05-11 15:46:26,aplikasi belanja yg sangat membantu.,Positif,positive,0.9873540997505188,Positif
Kris Kros,5,2025-05-11 15:45:54,good,Positif,positive,0.9990602135658264,Positif
Ary mohcsan hj asrofi,5,2025-05-11 15:45:32,makin keren,Positif,positive,0.9949557185173035,Positif
Arny Ayra,4,2025-05-11 15:45:27,puas belanja di shopee dan dapat free ong,Positif,positive,0.9978967905044556,Positif
Vino Vino,5,2025-05-11 15:43:03,"sangat puas dengan shopee, banyak pilihan ekspedisi yang memuaskan",Positif,positive,0.9989966750144958,Positif
Ali 2putra,4,2025-05-11 15:43:03,produk sesuai harga lebih murah ongkir tidak mencekik,Positif,positive,0.9883041381835938,Positif
Hendra Yani,5,2025-05-11 15:42:38,shopee makin ok,Positif,positive,0.3908552825450897,Netral
Budi Maulana,5,2025-05-11 15:42:17,bagus,Positif,positive,0.9980973601341248,Positif
Ridwan Darmo,4,2025-05-11 15:41:15,bagus,Positif,positive,0.9980973601341248,Positif
Ratih Anggraeni,2,2025-05-11 15:41:10,shopi kenpa sih tolol amat kalo pke akun naru tuh harus verifikasi dulu ribet tau baru aja gw mau cek ot mlahh harus ngebuang waktu buat itu mana gak bisa bisa lagi di benerin tuh sopi nya bego,Negatif,negative,0.9992688298225403,Negatif
Khairunnisaq yuyun,5,2025-05-11 15:41:07,"saya pertama kali coba pesan barang di shopee agak ragu, takut boong atau ketipu, alhamdulillah setelah barang sampai..insyaallah amanah..sesuai dengan pesanan..semoga kedepan juga demikian.bisa berlangganan dengan shopee",Positif,positive,0.9956799745559692,Positif
Surya Magar,5,2025-05-11 15:41:05,"belanja makin asik tapi ongkirny mahal, tapi sekarang sudsh lumayan murah setelah ada layanan vip tetimakasih shopee pertshankan terus layanan itu",Positif,positive,0.9968895316123962,Positif
HERI SHOW,5,2025-05-11 15:40:32,shopee selalu dihati!,Positif,positive,0.9985498785972595,Positif
Ailee ୨ৎ,3,2025-05-11 15:40:24,saya nak free boleh,Netral,neutral,0.9152057766914368,Netral
Andri yansah,5,2025-05-11 15:39:37,shopee good,Positif,positive,0.9971803426742554,Positif
Hanni Pratiwi,4,2025-05-11 15:39:23,"untuk aplikasi shopee tolong diperhatikan kenyamanan customer, baru kali ini saya kecewa, amat sangat kecewa!",Positif,negative,0.9990445971488953,Negatif
Septi Puji Astuti,5,2025-05-11 15:37:42,pelayanan shopee sangat baik dan memuaskan costumer. terimakasih,Positif,positive,0.9985411167144775,Positif
Rizkia Azzahra,5,2025-05-11 15:37:05,buat belanjaaa,Positif,positive,0.9413067698478699,Positif
iwan setiawan,5,2025-05-11 15:36:54,terimakasih atas aplikasi shopee membantu memudahkan perbelanjaan,Positif,positive,0.9971381425857544,Positif
huda6454,1,2025-05-11 15:35:55,buruk sekali sekarang shopee. masak saldo shopeepay udh melebihi harga barang yang mau di beli disuruh top up lagi.,Negatif,negative,0.9993517994880676,Negatif
Sugiantoro Aza,5,2025-05-11 15:35:00,barang yg bagus sesuwai pesanan,Positif,positive,0.9920610189437866,Positif
Eizen _Gin,2,2025-05-11 15:34:49,"tolong lah berikan info tentang kontak kurir dan nama kurir biar yg punya paket bisa wa/telpon kalau orangnya tdk di rumah dri pada harus kembali besoknya buat ngirim ( -_-"")",Negatif,neutral,0.9956318140029907,Netral
iswatun bintijumari,2,2025-05-11 15:34:34,buruk terlalu sering update susah diakses,Negatif,negative,0.99931800365448,Negatif
Ri yadhie,5,2025-05-11 15:33:02,termurah di banding apk jual beli lain nya,Positif,positive,0.9860827326774597,Positif
Ridho Febrian,5,2025-05-11 15:32:51,sangat bagus,Positif,positive,0.9943695664405823,Positif
Ubay Alfariz,5,2025-05-11 15:31:24,oke,Positif,positive,0.7234292030334473,Positif
M Dahlan,5,2025-05-11 15:30:17,sangat bagus dan dapat dipercaya tingkatkan terus pelayanan semoga sukses selalu,Positif,positive,0.9987959861755371,Positif
Rahma Yani,5,2025-05-11 15:28:46,so cool,Positif,positive,0.9850854277610779,Positif
firefoxie,1,2025-05-11 15:28:17,"bisa gak bikin apk jangan ngganggu, dimana ada aja iklan shopee ujungnya masuk ke shopee, udh keluar dari apk masih aja masuk ke shopee dengan sendirinya. iklan shopee udh banyak, udah bertebaran dimana, gak usah memperbanyak hal yg gak layak, gak usah rakus. bikin ngelag, udah mana berat",Negatif,negative,0.9962249994277954,Negatif
Yadi Kusmiadi,5,2025-05-11 15:28:13,barang sesuai harapan,Positif,negative,0.7349974513053894,Negatif
Bang Soleh,1,2025-05-11 15:26:42,giliran pesen barang nympe...giliran komplen akun ribet bgt data di tolak alasan tdk sesuai. nalar pake otak kl gw belanja jgn d acc tolak aja mentah krn data tdk sesuai.,Negatif,negative,0.9992245435714722,Negatif
Agus Saputra,5,2025-05-11 15:26:28,bagus 🏻,Positif,positive,0.9990264177322388,Positif
Mugi Lumampi,5,2025-05-11 15:25:57,"barang sesuai pesanan,datang tepat wkt. toko yg amanah. bagus 🙏",Positif,positive,0.9927151799201965,Positif
Adel Liana,3,2025-05-11 15:24:29,sekarang pengirimannya jelek bangett kurir spx gk ada konfirmasi apa apa paket tidak di antarkan bahkan ada yg di retur tanpa konfirmasi pembeli,Netral,negative,0.999347984790802,Negatif
naysa naysa aiz sahita,5,2025-05-11 15:24:16,"bagus dan murah""",Positif,positive,0.9947445392608643,Positif
qbenkk bae,4,2025-05-11 15:24:00,cba dong tolong untuk shopefood jika mengantarkan makanan jngan drivernya mengantarkan lebih dari soalnya menunggunya lama di tambah apa bila kita pesan makanan/minuman kadang suka gak dingin/hangat lagi si makanan/minuman yang kita pesan,Positif,negative,0.9619964361190796,Negatif
Amar Hadi,5,2025-05-11 15:23:18,shopee sangat membantu.,Positif,positive,0.9908629655838013,Positif
Arjuna Manumpil,5,2025-05-11 15:21:33,aman dan ril,Positif,positive,0.96503084897995,Positif
juli bagio,5,2025-05-11 15:20:52,bagus,Positif,positive,0.9980973601341248,Positif
Siska Yanti,1,2025-05-11 15:19:49,kecewa bgtt sama shopee pengiriman jnt udah gak ada lagi sekarang kita yg di pendalaman susah mau jualan online karna pengiriman nya pakai spx disini pelayanan spx sangat jelek,Negatif,negative,0.9995275735855103,Negatif
Oktaviani Boru marbun,5,2025-05-11 15:19:47,lebih murah dri pda tiktok🤭,Positif,positive,0.9976065158843994,Positif
Tri Budiono,5,2025-05-11 15:18:02,perlu perbaikan untuk bagian penjualan. ✓ penjualan saya ✓ perlu diproses ✓ yang sudah di proses masih muncul semuanya. sekarang seperti sudah teratasi masalahnya..... terimakasih shopee,Positif,negative,0.8676961660385132,Negatif
Fathul Irfan,5,2025-05-11 15:17:24,memuaskan..semoga terus berkembang lebih baik lagi,Positif,positive,0.9982910752296448,Positif
Syahidah Nafisah sauqih Syahidah Nafisah,5,2025-05-11 15:15:43,produk bagus byk gratis ongkir pelayanan cepat,Positif,positive,0.9990705847740173,Positif
Bagus Cahyana,5,2025-05-11 15:14:10,bagus,Positif,positive,0.9980973601341248,Positif
Khana Khayanalr,5,2025-05-11 15:13:52,bagus,Positif,positive,0.9980973601341248,Positif
Muhamad Rifki,5,2025-05-11 15:12:14,kece,Positif,positive,0.9669763445854187,Positif
Roymin Min,5,2025-05-11 15:11:25,bagus sesuai dengan pesanan,Positif,positive,0.9835383892059326,Positif
Erain Mori,1,2025-05-11 15:11:21,"bad. apalah shopee ini, kmrn ada driver shopeefood kasihan bgt katanya ongkirnya cm rb pdhl gw mesan ongkir makanan selalu harga k ternyata driver ny cm dpt segitu doang, rugi gw bayar segitu anjir... licik amat shopee ini gais sedih gw byr ongkir k ternyata kurir ny cm dibayar k, lah k gw kemana di buat shopee sedih",Negatif,negative,0.9992361068725586,Negatif
Santi Ariani,5,2025-05-11 15:10:45,"aplikasi ny bagus , sering dapat voucher gratis , pokok ny the best lah aplikasi belanja ini",Positif,positive,0.9992388486862183,Positif
Ari gelem,5,2025-05-11 15:10:07,bagus,Positif,positive,0.9980973601341248,Positif
Kucing Mati,2,2025-05-11 15:07:14,"murah sih murah, tapi pengiriman nya gak jelas, lambat, selalu gagal semenjak j&t keluar",Negatif,negative,0.9984455704689026,Negatif
Fini Anggraeni,1,2025-05-11 15:07:13,"oi shopee kini cs klian udh jadi dc ya? ganggu org klian, telpon penipuan. spam no org, bnyak lagi. klau gini trus, shope dilaporkan aja kali ya",Negatif,negative,0.9992597699165344,Negatif
Wahyudi Irfan,1,2025-05-11 15:06:19,dana saya kenapa tidak di kembalilan sudah bulan,Negatif,negative,0.9670648574829102,Negatif
