userName,score,at,full_text,kategori,sentiment_label_raw,sentiment_score,sentiment
Juvenio Souja,2,2025-04-19 17:26:17,ok,Negatif,3 stars,0.49511438608169556,Netral
Berkei Liarema,1,2025-04-18 11:50:51,filter saya ngak bisa di pakai,Negatif,3 stars,0.27479395270347595,Netral
Aldo Rizky,4,2025-04-18 01:28:25,sangat bermanfaat dan juga senang bisa berkenalan dengan orang lain,Positif,5 stars,0.7216489315032959,Positif
Rozitaa Marcall,1,2025-04-17 20:25:59,lolaa sekali,Negatif,5 stars,0.26686036586761475,Positif
Teh Yati sh,5,2025-04-17 00:54:26,makasih menghibur bnget,Positif,1 star,0.4221387207508087,Negatif
Vio Via,5,2025-04-16 19:10:24,tiktok bagus sekali,Positif,3 stars,0.29842886328697205,Netral
Junior Valente,2,2025-04-16 18:36:49,mengapa tiktok di hp saya responya lambat skl,Negatif,1 star,0.3714924454689026,Negatif
Alfredo Goncalves,5,2025-04-16 17:31:53,aku menukai tiktok,Positif,1 star,0.2638511061668396,Negatif
Sinah Istrinya dhani,3,2025-04-16 12:55:12,kenapa tiktoknya GK bisa kebuka mental mulu KLO buka tiktok,Netral,3 stars,0.30600106716156006,Netral
Ariyani,1,2025-04-16 09:34:52,Tidak bisa dibuka kenapa ya sudah 2hari kl mau diklik lompat terus,Negatif,1 star,0.6997900605201721,Negatif
Hatijeh Munawar,1,2025-04-16 00:50:26,apa gunanya sticker ada tapi tidak bisa di pakai😡😡😡😡,Negatif,3 stars,0.3407507538795471,Netral
suhendra subur,5,2025-04-15 21:45:31,ehhh bagus Weh😘😍🤩😍,Positif,3 stars,0.32685625553131104,Netral
Nur Aeini,5,2025-04-15 20:41:21,tiktok selalu menemani sy,Positif,5 stars,0.4591479003429413,Positif
alkhazAB Abe,5,2025-04-15 17:39:53,Baik buat hiburan,Positif,4 stars,0.4308536648750305,Positif
Riki Supendy,5,2025-04-15 13:57:11,bagus dan puas,Positif,4 stars,0.28749656677246094,Positif
Jenita Gusmao,1,2025-04-15 08:34:01,di tiktok lah kita punya teman banyak,Negatif,5 stars,0.37309888005256653,Positif
Dio Godinho,3,2025-04-15 08:17:40,"senan sekali, karna dengan adanya aplikasi ini saya bisa belajar banyak hal melalui aplikasi ini.",Netral,5 stars,0.4911494255065918,Positif
Antonieta dos Santos Pereira,5,2025-04-15 07:49:13,sangat bagus,Positif,5 stars,0.2907521724700928,Positif
Rainy Rainy,2,2025-04-15 03:20:28,Bagus banget,Negatif,1 star,0.4065641164779663,Negatif
stara Asa,5,2025-04-15 00:49:14,ini Application itu bagus. aku dapat teman bnyk Dari tiktok.,Positif,5 stars,0.3275909125804901,Positif
Rabin Merrah,5,2025-04-13 16:07:13,bagus,Positif,4 stars,0.25632038712501526,Positif
Francisco Filipe Tavares,5,2025-04-13 15:20:14,sangat bagus,Positif,5 stars,0.2907521724700928,Positif
Jaja Ximenes,5,2025-04-13 09:17:54,nice tiktok👏,Positif,5 stars,0.4382759928703308,Positif
Md Maruf,5,2025-04-12 20:34:57,nice,Positif,4 stars,0.4368409216403961,Positif
Domingas Boavida,5,2025-04-12 20:20:35,bagus,Positif,4 stars,0.25632038712501526,Positif
Afonso Do Rego,5,2025-04-12 15:50:31,cara buat konten di tiktok itu bagaimana,Positif,5 stars,0.43332311511039734,Positif
nino gomes,5,2025-04-12 14:01:14,apk ngelag gua masuk kenapa layar gua jadi abu abu padahal apk lain gak apk nya ngebug tolong di balas da di perbaiki sekarang,Positif,1 star,0.4039898216724396,Negatif
Sergio Tilo,5,2025-04-11 19:51:09,Baik,Positif,5 stars,0.40472519397735596,Positif
lesmana subagja,1,2025-04-11 18:13:01,lemot hrus hpus download lgi hpus download lgi 🤦🤦🤦🤦🤦,Negatif,5 stars,0.3053854703903198,Positif
Johan Tan,5,2025-04-11 12:39:35,"cepet,dapat,dan mantap",Positif,5 stars,0.4894786775112152,Positif
Yuni Sri,5,2025-04-11 02:39:32,I like tiktok good,Positif,4 stars,0.47200217843055725,Positif
Jefrino Yohanes Alves,5,2025-04-09 16:57:07,sangat bagus dan saya suka sekali aplikasi ini☺️😘♥️,Positif,5 stars,0.6343646049499512,Positif
Babay Nuraeni,5,2025-04-09 15:30:23,"Apa2 maen blok aja lo,tokayyy bet",Positif,1 star,0.3896782696247101,Negatif
Aesthetic,1,2025-04-09 14:20:13,Ok,Negatif,3 stars,0.49511438608169556,Netral
Ocin Ocin,5,2025-04-09 02:28:34,keren mantaapp kamu selamanya kita semua kembali kepada kita,Positif,5 stars,0.5353506803512573,Positif
Rima susi Susanti,5,2025-04-08 10:40:08,susah di updatenya,Positif,3 stars,0.33033958077430725,Netral
Ayunindya Shafira N.,5,2025-04-06 20:06:45,sangat terhibur🤗,Positif,5 stars,0.5274976491928101,Positif
Ai teuis Sumiyati 94,5,2025-04-06 13:24:35,kenapa gs bisa menginstal,Positif,3 stars,0.29559335112571716,Netral
Maria Goreti,3,2025-04-06 10:00:03,baik,Netral,5 stars,0.40472519397735596,Positif
Rahma,5,2025-04-06 07:02:39,bagus,Positif,4 stars,0.25632038712501526,Positif
Tandi Saputra,1,2025-04-05 22:24:06,"saya mengalami kendala dibagian showcase padahal followers saya lebih, jadi mohon kepada pihak tiktok untuk ditinjau kembali permasalahan tersebut saya selaku wakil dari semua pemula showcase ingin mengajukan hal permasalah tersebut, terimakasih.",Negatif,2 stars,0.4001237750053406,Negatif
Ahmad Sodik,5,2025-04-05 18:29:48,pokony oke,Positif,3 stars,0.5796958208084106,Netral
Rahkmat 1997,5,2025-04-05 18:07:40,👌👌👌,Positif,5 stars,0.3085777759552002,Positif
Desin Desin,5,2025-04-05 12:33:16,aplikasi tiktok saya sering banget di perbarui????,Positif,3 stars,0.29066893458366394,Netral
Valentin Hornai,5,2025-04-04 23:42:43,ok,Positif,3 stars,0.49511438608169556,Netral
YT Yadi chanel,5,2025-04-04 13:57:27,keren pokonya,Positif,3 stars,0.2494945079088211,Netral
Lulu L,5,2025-04-04 04:27:52,Aku suka,Positif,5 stars,0.39779916405677795,Positif
Fiona Goncalves,5,2025-04-03 20:31:51,Bgus bnget aplikasi ny😊,Positif,5 stars,0.3502086400985718,Positif
Bandra Mandrawata,5,2025-04-03 17:05:43,Mantap 👍👍,Positif,5 stars,0.2785379886627197,Positif
Arjun correia Correia,5,2025-04-03 11:30:42,Mantap,Positif,3 stars,0.24858497083187103,Netral
Pedro da silva soares YGO BURADU,5,2025-04-03 05:15:47,YGO,Positif,3 stars,0.2604694962501526,Netral
Elisio Ximenes,3,2025-04-03 01:20:13,"Saya tidak bisa nonton video, dan saya juga tidak bisa daftar aplikasi tiktok mohon bantuannya agar saya bisa menonton video dan mendaftarkan aplikasi tiktok ini",Netral,1 star,0.4953691065311432,Negatif
Zulva Maab,5,2025-04-02 19:30:43,Sangat bagus sekali dan menghibur😇,Positif,5 stars,0.675381600856781,Positif
Enivia Viegas,3,2025-04-02 14:57:49,kak punia kunne tidak ada sulp,Netral,3 stars,0.3078441917896271,Netral
Constanciolino Dacruz,4,2025-04-02 02:03:51,Good,Positif,4 stars,0.49696317315101624,Positif
Wayan Artika,5,2025-04-01 17:05:47,sangat Baguss 😊💖👍👍,Positif,2 stars,0.3609382212162018,Negatif
Atina fatim Fereria salsinha,5,2025-04-01 05:15:36,Trimakasi tiktok semoga husaha lancar ya amin🥰🙏👌,Positif,1 star,0.24012157320976257,Negatif
Rumzetul Fitriya,5,2025-03-31 19:20:36,Good👍👍,Positif,5 stars,0.3085777759552002,Positif
Nn Aa,5,2025-03-31 13:31:45,Good,Positif,4 stars,0.49696317315101624,Positif
Kriwil Dasmin,5,2025-03-31 01:40:33,good,Positif,4 stars,0.49696317315101624,Positif
Dawood Khan,5,2025-03-30 23:18:24,good,Positif,4 stars,0.49696317315101624,Positif
Ronak Das,5,2025-03-30 23:08:13,ronak bai,Positif,1 star,0.3743920624256134,Negatif
Bowo Triwitjaksono,5,2025-03-30 21:28:37,"Coin harian,coin nntn,game ga ada",Positif,1 star,0.39145737886428833,Negatif
Aleks Soares,5,2025-03-30 18:59:25,buat konter kreatif👍,Positif,5 stars,0.24979625642299652,Positif
Kamal Umabaihi,5,2025-03-30 16:35:27,bagus,Positif,4 stars,0.25632038712501526,Positif
Lucia Guterres26,5,2025-03-30 16:27:53,amazing,Positif,5 stars,0.8426642417907715,Positif
Daniela Tilman25,5,2025-03-30 16:24:36,bagus,Positif,4 stars,0.25632038712501526,Positif
Muhammad Ade Rafael,5,2025-03-30 14:24:36,Aku Suka Banget Tiktok,Positif,5 stars,0.24582964181900024,Positif
Tome Ximenes,3,2025-03-30 13:09:12,terimakasih,Netral,2 stars,0.2630012631416321,Negatif
Basuki Pramana,5,2025-03-29 22:04:05,Aplikasi yg bagus 👍,Positif,3 stars,0.2871556580066681,Netral
Nopi Ranti,5,2025-03-29 16:21:25,good,Positif,4 stars,0.49696317315101624,Positif
Lili Moniz,5,2025-03-29 14:53:43,BAGUS tiktok,Positif,1 star,0.28975239396095276,Negatif
tofik gondrong,1,2025-03-29 10:29:50,aplikasi terinstal tidak bisa di buka 🗿🗿🗿🗿🗿,Negatif,1 star,0.4854855239391327,Negatif
Ashura Hoshi,4,2025-03-29 08:15:53,sangatlah keren,Positif,5 stars,0.2934191823005676,Positif
Rivania Guterres,5,2025-03-28 18:26:59,baguss bgttt🤏,Positif,3 stars,0.2682071030139923,Netral
rangga Pr,5,2025-03-27 23:30:41,tiktok sangat bagus luar biasa,Positif,4 stars,0.2911279797554016,Positif
Monalisa Liunesi,1,2025-03-27 23:05:22,"aplikasi ini kok lemot.... padahal jaringan bagus tapi setiap kali dibuka yang muncul hanya logonya.hapus dan instal lagi tetap sama,kalaupun kebuka hanya gambarnya saja vidio tidak bisa diputar lalu keluar sendiri.",Negatif,2 stars,0.4157786965370178,Negatif
Karpin Abimanyu,5,2025-03-27 19:41:17,bagus,Positif,4 stars,0.25632038712501526,Positif
Suzana Soi santos,5,2025-03-27 07:52:24,aku suka nonton tiktok karena ada motivasi nya wkwkwkwkwk,Positif,3 stars,0.2513860762119293,Netral
dadang sulaeman,5,2025-03-26 16:55:46,good,Positif,4 stars,0.49696317315101624,Positif
Olandina Gomes,5,2025-03-26 14:09:45,aplikasi ini sangat bagus sekali tapi ada masala Nia karena gigabait Nia Terlalo besar dan tida bisa di download di hp saya ham jadi kecewa de 😔😔😔🥺🥺💔 padahal ini aplikasi sangat bagus jadi Tamba sedi sampe 😭😭😭😭😭,Positif,4 stars,0.3317326605319977,Positif
Aamir Khan Amir Muhammad,5,2025-03-26 13:09:14,For you,Positif,5 stars,0.4182869791984558,Positif
Eufrazia Amaral,5,2025-03-26 12:39:38,😍🥰,Positif,5 stars,0.3085777759552002,Positif
carjenia 23,5,2025-03-25 21:29:20,Memberi motivasi,Positif,4 stars,0.4608474373817444,Positif
Vharmei Lestari,5,2025-03-24 10:02:31,susah,Positif,3 stars,0.2822367548942566,Netral
Unicorn 111,1,2025-03-24 09:05:56,ada bug. ga bisa login,Negatif,3 stars,0.3968386650085449,Netral
Jacinta Fatima,5,2025-03-23 19:20:46,sangat baik,Positif,5 stars,0.670619010925293,Positif
Abdee syah,5,2025-03-23 16:07:10,menyenangkan,Positif,5 stars,0.28898680210113525,Positif
Duarte Karvalho,5,2025-03-23 14:12:32,Good,Positif,4 stars,0.49696317315101624,Positif
Daffa Hafiz firdaus,2,2025-03-22 18:41:50,tombol tiktok shop gw ilang,Negatif,1 star,0.455514132976532,Negatif
Hendrik Velasco,5,2025-03-20 16:11:43,wooowwwwwwwwwwwwwww gooddddddddddddddd,Positif,1 star,0.2869267165660858,Negatif
Janker Pablo,5,2025-03-20 13:35:48,saya suka,Positif,4 stars,0.34857049584388733,Positif
Dimas Arnel Pratama,1,2025-03-20 11:35:08,"aplikasi sarang monyet, dapat menurunkan iq jika terlalu mengikuti",Negatif,4 stars,0.3969411551952362,Positif
Muhammed Azzam,5,2025-03-20 11:20:43,good,Positif,4 stars,0.49696317315101624,Positif
Filomeno Soares,5,2025-03-20 08:50:08,very good,Positif,5 stars,0.5479445457458496,Positif
Taa Uyee04,2,2025-03-20 07:01:52,lumayan,Negatif,3 stars,0.33759939670562744,Netral
Sri Rizki,5,2025-03-20 02:20:09,Good,Positif,4 stars,0.49696317315101624,Positif
Feli Martins,5,2025-03-19 19:45:42,🇹🇱🇹🇱🇹🇱🇹🇱🇹🇱🇹🇱🇹🇱😎😎😎😎😎,Positif,5 stars,0.3085777759552002,Positif
Siti Khadijah,5,2025-03-19 19:09:42,kenapa si tiktok skrng lagi main tiba tiba keluar sendiri. mlh bilang dta nggak cukup padhal pakai wifi,Positif,2 stars,0.35859596729278564,Negatif
Murni Mumu,5,2025-03-19 13:03:26,Good,Positif,4 stars,0.49696317315101624,Positif
Ronaldo Bernardino,1,2025-03-19 09:06:32,sekarang tiktok udah burik sekali bukan kayak dulu sekarang kita post video udah seminggu pun masih 0 views kasih solusinya doang 🥀💔💔,Negatif,1 star,0.7650899887084961,Negatif
Arnawati Ramli,5,2025-03-19 02:58:18,sy kasih 5 bintang,Positif,5 stars,0.8921445608139038,Positif
Mariano Namyzen,5,2025-03-18 15:42:57,bagus,Positif,4 stars,0.25632038712501526,Positif
Raymundo Madeira,5,2025-03-18 10:28:08,saya sangat suka dengan aplikasi ini karena bisa membantu saya dengan semua hal yang saya lakukan,Positif,5 stars,0.5500531196594238,Positif
Oni Olivia,5,2025-03-18 09:52:09,Kenapa sekarang pas mau bikin vidio efek nya nggk bisa malah item dan ngeleg lagi😭😭😭,Positif,1 star,0.37951216101646423,Negatif
Agus Supriyatin,2,2025-03-18 08:31:53,lumayanlah,Negatif,2 stars,0.3139508068561554,Negatif
Wiwiek Lusiana,5,2025-03-18 05:46:21,Bagus,Positif,4 stars,0.25632038712501526,Positif
Apeu Silva,5,2025-03-18 04:06:43,Trima kasi kaka,Positif,3 stars,0.25422513484954834,Netral
Busani Zda,5,2025-03-17 21:49:26,sudah ada fitur api dan pet nya,Positif,5 stars,0.3638535141944885,Positif
Chandra Buana,5,2025-03-17 20:45:07,⭐⭐⭐⭐⭐,Positif,5 stars,0.3085777759552002,Positif
Hary Anto,5,2025-03-17 02:14:02,Aplikasi penambah saudara thank you,Positif,5 stars,0.5019309520721436,Positif
Naa Yana,5,2025-03-16 10:23:18,Sangat bagus,Positif,5 stars,0.2907521724700928,Positif
Mingas Araujo,5,2025-03-16 09:57:08,Karena bagus,Positif,3 stars,0.2509361207485199,Netral
Beatriz Pereira,5,2025-03-16 09:54:55,Wow,Positif,5 stars,0.6995609402656555,Positif
Marco Angelos,5,2025-03-16 06:49:10,TiKTok ini adalah Terbaik,Positif,5 stars,0.7933053374290466,Positif
Andini Naysila,1,2025-03-16 01:34:12,"plisss ini sering ngebug di logo, trs di hp saya kdng suka gamau di install",Negatif,3 stars,0.26861006021499634,Netral
Nazario Lortasi,5,2025-03-14 16:33:50,Aplikasi ini bagus saya sangat suka,Positif,5 stars,0.4168410301208496,Positif
Sisca Silva,2,2025-03-14 15:17:47,Bgus,Negatif,3 stars,0.2815990447998047,Netral
Secaltinha Noviana_collo,5,2025-03-14 13:16:44,👍🏽👍🏽👍🏽👍🏽👍🏽,Positif,5 stars,0.3085777759552002,Positif
Ajun Nolland,4,2025-03-13 20:02:11,Aplikasi yang sangat bermanfaat,Positif,5 stars,0.7283998131752014,Positif
axella chatilin Salindeho,5,2025-03-13 17:35:43,keren,Positif,3 stars,0.2497812658548355,Netral
Fan hua,1,2025-03-13 16:10:58,Tiba tiba gk bisa d buka,Negatif,1 star,0.29925915598869324,Negatif
Sabino Hibranio,4,2025-03-13 15:21:08,Good 👍👍,Positif,4 stars,0.5060494542121887,Positif
Revan Mardiansyah,5,2025-03-13 13:36:59,sya inggin memiliki aplikasi ini,Positif,5 stars,0.4152948260307312,Positif
Tanel Leonutu,1,2025-03-13 07:19:46,Aplikasi penurunan iq,Negatif,4 stars,0.3707375228404999,Positif
Anna Maulidza,1,2025-03-13 04:16:19,Setiap update selalu ga bisa dibuka lagi,Negatif,5 stars,0.28224977850914,Positif
Cataleia Conceicao,5,2025-03-12 20:18:52,Aku suka banget sama tiktok karena bagus bangett,Positif,3 stars,0.26434293389320374,Netral
Windarwaty setiawan,5,2025-03-12 19:48:03,Bagus bngt jadi saya kasih bintang lima,Positif,1 star,0.6534507870674133,Negatif
leo castro,5,2025-03-12 16:49:55,Sai suda dowload berkali tapi tidabisa,Positif,3 stars,0.34179574251174927,Netral
Fidelis Alves,1,2025-03-11 23:16:52,Aplikasi kurang baik update tdk bisa ini,Negatif,2 stars,0.4039051830768585,Negatif
Araujo Abetu,5,2025-03-11 19:56:40,keren,Positif,3 stars,0.2497812658548355,Netral
Uya Pepen,2,2025-03-11 18:55:04,"Knp tiktok sy kok ilang "" trus, dan skrg buka nya harus buka play store",Negatif,1 star,0.5646647214889526,Negatif
Jino Badoar,1,2025-03-11 08:28:59,Ok,Negatif,3 stars,0.49511438608169556,Netral
Suzia Dearaujo,5,2025-03-10 19:09:05,Bagus,Positif,4 stars,0.25632038712501526,Positif
Menezes David,5,2025-03-10 13:33:44,Baguss bangat⭐⭐⭐⭐⭐⭐⭐,Positif,3 stars,0.2682071030139923,Netral
Deddy Suhendar,1,2025-03-10 00:07:14,Ada apa dengan tiktok??????? Sekarang d pake Besok nya ngak bisa d buka Apk nya harus d hapus dulu Kemudian download Baru bisa d pake lagi Jadi boros kuota !!!!!,Negatif,1 star,0.6038246154785156,Negatif
Sebastian manuel Assis Belo,5,2025-03-09 21:01:38,"niaman sekali kalao ada tiktok karna bisa kenal oran oran di dalam tren ini,🥰🥰 Tapi kita mau instal tiktok nia lama sekali",Positif,2 stars,0.3047861158847809,Negatif
peachy chel.,5,2025-03-09 18:32:51,saya udah download tapi pas masuk tiktok isinya fidio orang tua semua,Positif,1 star,0.6664025187492371,Negatif
Julio Soares,3,2025-03-09 12:27:58,"Kok apk Tiktok ini gak bisa daftar masuk siii ,akun saya sii",Netral,1 star,0.2515614926815033,Negatif
Gloria Bety da costa tilman,2,2025-03-09 09:46:00,Instal akun ini lama sekali,Negatif,5 stars,0.46305668354034424,Positif
Regina Amaral,5,2025-03-09 05:25:36,Cepat dong,Positif,3 stars,0.2661977708339691,Netral
hibbatuldayee,1,2025-03-09 01:55:42,"setelah di update, tiktok tidak bisa di buka hanya muncul logo dan layar HP saya semuanya tiba tiba hitam (bkn mati)",Negatif,1 star,0.7469822764396667,Negatif
Kikil Nabank,5,2025-03-09 01:41:15,mantap,Positif,3 stars,0.24858497083187103,Netral
Nani Jen,5,2025-03-08 15:53:39,Bgus,Positif,3 stars,0.2815990447998047,Netral
Alcina De Almeida,2,2025-03-08 10:04:06,seru sihh..tapi makan banyak data,Negatif,3 stars,0.42578762769699097,Netral
Umi Halimah,1,2025-03-08 02:17:18,Ko tiktok saya ga bisa di buka buka warna hitam aja yg ada Gimna may bilng yes app ny ga bisa di buka2 sudah berapa x di downloaded ulang hasil ny nol,Negatif,1 star,0.5457600355148315,Negatif
Helio Joaquim,5,2025-03-07 14:52:45,Konten di Tiktok sangat menarik dan terhibur,Positif,5 stars,0.2531617283821106,Positif
Ahmed King,5,2025-03-07 11:50:54,yea that's the,Positif,3 stars,0.35978129506111145,Netral
riya,5,2025-03-07 09:10:45,biarkan bintang yang bicara 🤍,Positif,3 stars,0.28044986724853516,Netral
Daniar Majid,3,2025-03-06 21:44:14,sangat cocok,Netral,5 stars,0.59987473487854,Positif
Delano Raedoe aureliano,1,2025-03-06 14:39:40,OK,Negatif,3 stars,0.49511438608169556,Netral
yashuamariskha22 yashua,5,2025-03-06 10:03:49,susah masuk ditiktok,Positif,4 stars,0.2962058484554291,Positif
Sara Yuni,5,2025-03-06 07:20:18,واووو,Positif,3 stars,0.2656947076320648,Netral
Luis Belo,5,2025-03-06 05:36:33,Aku suka,Positif,5 stars,0.39779916405677795,Positif
Fania Seran,5,2025-03-05 19:06:30,Sangat bagus dan menarik,Positif,5 stars,0.6260769963264465,Positif
Colmera Timor,5,2025-03-04 13:28:14,Nice,Positif,4 stars,0.4368409216403961,Positif
Erwin Win,5,2025-03-03 18:56:55,Bagus,Positif,4 stars,0.25632038712501526,Positif
R Blue,1,2025-03-03 15:00:32,"Ada apa dengan aplikasi ini kok dikit "" blokir akun😖 udah 2x tolong dong perbaiki",Negatif,1 star,0.5639137029647827,Negatif
Ahha Shopping,5,2025-03-03 08:48:33,😘,Positif,5 stars,0.3085777759552002,Positif
Carles Soares,4,2025-03-03 07:19:34,Amagay,Positif,5 stars,0.41946086287498474,Positif
Elwin Wini helvina,5,2025-03-03 04:27:55,Wajib download,Positif,4 stars,0.266703724861145,Positif
marsaid 999,5,2025-03-03 02:30:09,Sangat menghibur,Positif,1 star,0.4671906530857086,Negatif
Eujeniia Martins,5,2025-03-02 15:52:48,bagus,Positif,4 stars,0.25632038712501526,Positif
retno gumilang,5,2025-03-02 11:24:37,Mantap,Positif,3 stars,0.24858497083187103,Netral
Dar Jihan,5,2025-03-02 03:33:00,Kenapa tiktok dipaksa berhenti,Positif,1 star,0.5454362034797668,Negatif
Bang Agus,5,2025-03-02 00:07:08,Super bangat,Positif,5 stars,0.6847355961799622,Positif
Maro Maro,5,2025-03-01 15:34:52,Keren,Positif,3 stars,0.2497812658548355,Netral
Athafariz Ramos,5,2025-03-01 14:48:07,Aplikasinya sangat bagus,Positif,5 stars,0.40067604184150696,Positif
RAFA,5,2025-02-28 22:39:00,kenapa suka lemot,Positif,4 stars,0.24930350482463837,Positif
Raul edusanto Lim,5,2025-02-28 21:53:59,Baik untuk saya,Positif,5 stars,0.4035557210445404,Positif
Ze Goncalves,5,2025-02-28 19:35:08,Classic,Positif,5 stars,0.6114762425422668,Positif
nur aziza,5,2025-02-28 16:24:25,Good 👍,Positif,4 stars,0.5060494542121887,Positif
Anis Setiawan,4,2025-02-28 15:46:47,bagus,Positif,4 stars,0.25632038712501526,Positif
Afkal Afkal,5,2025-02-28 14:19:53,bguss,Positif,3 stars,0.27780795097351074,Netral
Ulfa karima,3,2025-02-27 23:21:21,"Kenapa tiktok sekarang sering nge bug ya padahal baru download, pas buka cuman terstuck lama di logo",Netral,1 star,0.3202871084213257,Negatif
karni silva,5,2025-02-27 18:46:27,Krennnnn,Positif,1 star,0.24732905626296997,Negatif
Kiano Ama,1,2025-02-27 17:56:31,Luar biasa,Negatif,3 stars,0.3269787132740021,Netral
komang suriani,5,2025-02-27 17:25:56,Good l like,Positif,4 stars,0.5122496485710144,Positif
Wiwin Suhaeti,1,2025-02-27 17:01:30,dewizahraAgustinakls:5,Negatif,5 stars,0.37242308259010315,Positif
Muhammad Fazlie,5,2025-02-27 10:49:59,mantap,Positif,3 stars,0.24858497083187103,Netral
ria,1,2025-02-26 10:28:14,dikit dikit kena pelanggaran dikit dikit ke banned males sama.admin tik tok,Negatif,1 star,0.5196348428726196,Negatif
Feny Barreto,2,2025-02-26 08:34:16,Saya tidak suka Karna tiktok saya di blokir,Negatif,1 star,0.5031186938285828,Negatif
Macario De carvalho,5,2025-02-26 02:58:08,bagus,Positif,4 stars,0.25632038712501526,Positif
Antonio Boavida,5,2025-02-25 20:12:54,Sangat bagus,Positif,5 stars,0.2907521724700928,Positif
Dave Hariz,5,2025-02-25 20:03:05,Agus,Positif,3 stars,0.2541840672492981,Netral
Muhrodi Rustandi,5,2025-02-25 14:17:22,Tontonan Hiburan .yg mengasikan,Positif,5 stars,0.45679956674575806,Positif
Sofia Nisa,1,2025-02-25 03:46:42,Lemot jaringan nya,Negatif,5 stars,0.2788238823413849,Positif
